Feature,Normalized.Dispersion
ENSRNOG00000023985,2.814959093804628
ENSRNOG00000016041,-1.277653312117738
ENSRNOG00000019376,2.1496102204304024
ENSRNOG00000008815,0.5902087593906806
ENSRNOG00000016722,-0.9197411847521635
ENSRNOG00000048397,-1.4290932826232263
ENSRNOG00000017728,2.2288071019710745
ENSRNOG00000020783,-1.0931507991419218
ENSRNOG00000067450,4.3122205184539535
ENSRNOG00000015552,-1.1639377548747114
ENSRNOG00000016919,-0.9959748977742787
ENSRNOG00000019106,-1.467315629092029
ENSRNOG00000010959,-1.4569852463067123
ENSRNOG00000021474,0.4008782117057944
ENSRNOG00000043512,nan
ENSRNOG00000028274,-1.02330669303032
ENSRNOG00000024410,-0.03325815025931184
ENSRNOG00000010017,3.191276383651175
ENSRNOG00000050015,-1.1244257284618866
ENSRNOG00000047692,-0.46951744787704824
ENSRNOG00000065271,-0.6891471288128077
ENSRNOG00000020304,-1.199968053181651
ENSRNOG00000017418,-1.7986953565403647
ENSRNOG00000012369,-0.5431545592768887
ENSRNOG00000055424,0.6220334700879843
ENSRNOG00000014450,0.12938102919834002
ENSRNOG00000067065,-0.18396041434356555
ENSRNOG00000037298,2.4810046175265636
ENSRNOG00000025247,-3.0904964833809596
ENSRNOG00000023151,nan
ENSRNOG00000016825,-0.8386318218698408
ENSRNOG00000024737,0.5863509906904584
ENSRNOG00000013624,1.4134052837091609
ENSRNOG00000022610,-2.737370126377067
ENSRNOG00000020325,0.7168753808660931
ENSRNOG00000019854,-0.6762493810008585
ENSRNOG00000015413,-2.0257245156213814
ENSRNOG00000037690,0.8607746827255488
ENSRNOG00000014330,0.43070702631582075
ENSRNOG00000013223,-2.317834211163046
ENSRNOG00000046112,1.7356421304368386
ENSRNOG00000027264,-1.363996961339595
ENSRNOG00000032798,-1.3608304965940607
ENSRNOG00000019319,0.7203781211891204
ENSRNOG00000018603,0.2298481361158316
ENSRNOG00000027422,-2.136402172560899
ENSRNOG00000020763,-0.7537302269185819
ENSRNOG00000049505,0.11087413729771639
ENSRNOG00000059408,-0.03866584786642713
ENSRNOG00000048250,-1.0006955014132366
ENSRNOG00000028891,0.91554433320396
ENSRNOG00000019959,0.2183369273491399
ENSRNOG00000020452,-1.756749685494611
ENSRNOG00000050224,-0.9084403653791154
ENSRNOG00000013439,-1.9272525280197763
ENSRNOG00000014916,-0.335290069585261
ENSRNOG00000020263,1.843529299955466
ENSRNOG00000020947,-1.846703112665666
ENSRNOG00000020597,-1.521578582452363
ENSRNOG00000017826,0.4282704761342369
ENSRNOG00000013506,-0.8876667869929714
ENSRNOG00000014277,0.1474766975109363
ENSRNOG00000012641,2.3619387635212186
ENSRNOG00000015675,-0.25739428504846545
ENSRNOG00000050206,0.9120668818321406
ENSRNOG00000012002,1.1230083703631144
ENSRNOG00000012788,0.7655629966910277
ENSRNOG00000017873,-1.4153502901360142
ENSRNOG00000020532,-0.53433298717525
ENSRNOG00000019418,-1.4838221970379362
ENSRNOG00000070971,nan
ENSRNOG00000042308,-0.6121088274197432
ENSRNOG00000012574,-1.1670598811105486
ENSRNOG00000047040,1.018896807253954
ENSRNOG00000001500,-0.9271296896540583
ENSRNOG00000019413,-0.7166870181668882
ENSRNOG00000068445,-1.5253177762929686
ENSRNOG00000015844,0.22399456504057616
ENSRNOG00000068953,-0.9649437104391657
ENSRNOG00000063034,-2.453148217547118
ENSRNOG00000017963,0.8205213913076045
ENSRNOG00000019532,-0.8155537959262292
ENSRNOG00000015217,-1.564587304629224
ENSRNOG00000016267,2.1290785817292757
ENSRNOG00000021510,-1.0952067771339136
ENSRNOG00000020425,-0.16717169642447388
ENSRNOG00000017383,-1.0511281895541347
ENSRNOG00000019161,nan
ENSRNOG00000047526,-0.18672987551380177
ENSRNOG00000028041,0.2651962652476934
ENSRNOG00000016462,-0.8796478133462448
ENSRNOG00000010664,-1.3055994647576459
ENSRNOG00000019424,nan
ENSRNOG00000016790,-1.2025906411870193
ENSRNOG00000039730,-2.65938678479347
ENSRNOG00000014902,3.025957778948651
ENSRNOG00000020949,0.9174770668503986
ENSRNOG00000013358,nan
ENSRNOG00000049259,-1.1558125972179254
ENSRNOG00000018517,0.8047460258274406
ENSRNOG00000001499,-1.4988235790838702
ENSRNOG00000050554,0.8293269744296329
ENSRNOG00000021206,0.42196834166736924
ENSRNOG00000050223,0.11144185184458733
ENSRNOG00000069921,-0.658777417217852
ENSRNOG00000016054,0.6118680016406595
ENSRNOG00000020956,-1.5769454799731941
ENSRNOG00000001501,-1.2024109671187968
ENSRNOG00000020417,0.5505177944261648
ENSRNOG00000069434,-0.551827430639302
ENSRNOG00000013877,1.2336281071677235
ENSRNOG00000064721,-0.3756214021414016
ENSRNOG00000018878,-1.3240286426127632
ENSRNOG00000020410,nan
ENSRNOG00000014852,-0.12657020975206054
ENSRNOG00000037715,0.02222339598551532
ENSRNOG00000020793,-2.1650399453002094
ENSRNOG00000047145,0.3021908490049722
ENSRNOG00000019442,0.18418338510989504
ENSRNOG00000015152,1.2033997127980032
ENSRNOG00000016935,-1.8948531882940343
ENSRNOG00000018531,1.5585396916729815
ENSRNOG00000020426,-2.6808785320102566
ENSRNOG00000016038,0.37318199919078116
ENSRNOG00000016611,2.201962286770384
ENSRNOG00000056118,-1.2559568548446058
ENSRNOG00000019127,-0.4579320498084278
ENSRNOG00000046353,-1.0812560490062557
ENSRNOG00000023150,-0.2833622537908906
ENSRNOG00000047229,0.4880387096973143
ENSRNOG00000062741,5.405467108048246
ENSRNOG00000019280,nan
ENSRNOG00000020587,-2.272221275250344
ENSRNOG00000027240,-2.4131739182707372
ENSRNOG00000020411,-0.0641657156240378
ENSRNOG00000016973,3.047347632538974
ENSRNOG00000018551,nan
ENSRNOG00000015293,nan
ENSRNOG00000049232,-0.43687803862724417
ENSRNOG00000019318,-0.0507804284155864
ENSRNOG00000018547,3.9423678952833985
ENSRNOG00000042592,-0.05998795291754955
ENSRNOG00000064244,nan
ENSRNOG00000020481,2.4569835918437324
ENSRNOG00000043154,nan
ENSRNOG00000018606,-1.0260895711537938
ENSRNOG00000019501,-0.8303768872430427
ENSRNOG00000017897,-0.2665615511010034
ENSRNOG00000016791,-0.2821538002018447
ENSRNOG00000021058,0.560374711146584
ENSRNOG00000012692,-1.8585822374570526
ENSRNOG00000013351,4.617028801368139
ENSRNOG00000017509,4.308147034320261
ENSRNOG00000018515,-0.9010697164456951
ENSRNOG00000031927,-0.945721378475643
ENSRNOG00000017147,nan
ENSRNOG00000032004,nan
ENSRNOG00000022164,0.217445206442647
ENSRNOG00000021063,nan
ENSRNOG00000013407,0.6705296825748521
ENSRNOG00000039076,nan
ENSRNOG00000019489,0.15789787864312413
ENSRNOG00000014951,-5.344440791159239
ENSRNOG00000031739,0.460726508188864
ENSRNOG00000020235,-0.8841568069952831
ENSRNOG00000021130,0.3116665584359381
ENSRNOG00000019999,1.2506155893386275
ENSRNOG00000014925,1.892391522448347
ENSRNOG00000021017,-0.25056994072539357
ENSRNOG00000015830,-0.9990613902597869
ENSRNOG00000021027,-2.0824194009023618
ENSRNOG00000042686,-1.3480624979759983
ENSRNOG00000014610,-1.5037297198522213
ENSRNOG00000020882,-0.38910248980230433
ENSRNOG00000067926,0.8554979376524765
ENSRNOG00000019627,0.2662338893899504
ENSRNOG00000016940,-0.053264062744129786
ENSRNOG00000015488,3.6039195761266183
ENSRNOG00000015609,0.5716348251125498
ENSRNOG00000030776,-0.581998353324212
ENSRNOG00000020308,-0.00029585206686155003
ENSRNOG00000021032,-2.535548635947135
ENSRNOG00000017191,-1.6202371001714369
ENSRNOG00000070392,-0.9896420319294754
ENSRNOG00000018369,0.7522030977082494
ENSRNOG00000025587,-0.09499900513912196
ENSRNOG00000023053,1.0050477412467986
ENSRNOG00000033498,0.047634413662955365
ENSRNOG00000070184,-0.12825650074272937
ENSRNOG00000012460,0.5709092505788858
ENSRNOG00000031202,nan
ENSRNOG00000068605,nan
ENSRNOG00000020057,nan
ENSRNOG00000026163,2.3587523687854532
ENSRNOG00000015982,-1.5366845522975792
ENSRNOG00000040242,3.241513797126691
ENSRNOG00000021035,-1.5397991209032915
ENSRNOG00000020675,-0.23961096250993075
ENSRNOG00000012036,0.3294322059812914
ENSRNOG00000021800,nan
ENSRNOG00000015551,2.365440141177399
ENSRNOG00000020683,-0.16794922272302926
ENSRNOG00000019283,-0.336136441530047
ENSRNOG00000055650,-0.567647145356311
ENSRNOG00000064293,-1.1383634166233203
ENSRNOG00000021039,25.470221935174912
ENSRNOG00000014434,1.5844287974465685
ENSRNOG00000020812,-1.9363238890403378
ENSRNOG00000020546,-0.7868387151734837
ENSRNOG00000012524,0.7059401910219143
ENSRNOG00000042777,-1.136153100240339
ENSRNOG00000019728,-0.15165723508500537
ENSRNOG00000046874,0.8615051654172893
ENSRNOG00000027405,-0.9368677787530442
ENSRNOG00000026109,-1.3997713224800137
ENSRNOG00000021046,0.3598174554901105
ENSRNOG00000015660,-1.3157894048126626
ENSRNOG00000017854,1.2302457739181984
ENSRNOG00000001488,-0.6840929033835028
ENSRNOG00000020713,0.8919460511665527
ENSRNOG00000067308,nan
ENSRNOG00000064385,-0.3174512874439456
ENSRNOG00000046983,-1.2495395007426289
ENSRNOG00000012611,1.7901197371695672
ENSRNOG00000018773,-1.2579703724339304
ENSRNOG00000020109,1.629300058359831
ENSRNOG00000017508,-1.3509186171633703
ENSRNOG00000019555,-1.4076463695741592
ENSRNOG00000020876,-0.9835260473070508
ENSRNOG00000037814,1.0285652028130319
ENSRNOG00000034184,25.827082163929067
ENSRNOG00000020233,-0.37896432995851864
ENSRNOG00000020883,-0.7719541412331299
ENSRNOG00000001489,1.6555967834004899
ENSRNOG00000024414,1.828128865271359
ENSRNOG00000046971,1.2970215393731823
ENSRNOG00000033906,-0.9760898384105016
ENSRNOG00000027784,-0.700895543919129
ENSRNOG00000021048,-0.5372444496909273
ENSRNOG00000018690,1.7736089505388037
ENSRNOG00000011540,3.5888450028094057
ENSRNOG00000020927,-1.3681791719579086
ENSRNOG00000020063,-0.7414207069594461
ENSRNOG00000023528,-0.7714157714662422
ENSRNOG00000017678,-0.7537012982223547
ENSRNOG00000011476,3.13889411903135
ENSRNOG00000052220,-1.2937412936154395
ENSRNOG00000024460,-1.474191226934889
ENSRNOG00000020982,-1.983606275268629
ENSRNOG00000001490,-1.2268293772767194
ENSRNOG00000011480,-0.6296865455999013
ENSRNOG00000020578,0.03645672083790225
ENSRNOG00000012872,-0.0041835569554175235
ENSRNOG00000010087,0.7245204560474802
ENSRNOG00000021493,-0.06784247577511696
ENSRNOG00000020889,2.790660159944731
ENSRNOG00000020695,-0.4795341662520604
ENSRNOG00000047575,-1.87426217426315
ENSRNOG00000061450,3.265465272811274
ENSRNOG00000020102,-1.7581914505062346
ENSRNOG00000017429,-0.26518228121777615
ENSRNOG00000010753,-0.5413914395922304
ENSRNOG00000020605,2.3899722415731204
ENSRNOG00000012576,-1.4838162491460114
ENSRNOG00000015517,-0.5463944074518945
ENSRNOG00000017030,2.1877852571055403
ENSRNOG00000025644,-0.5406436096025916
ENSRNOG00000013663,2.4595206920035393
ENSRNOG00000020938,nan
ENSRNOG00000014166,6.524180325131524
ENSRNOG00000047035,0.21415541390306947
ENSRNOG00000015658,4.937157583728193
ENSRNOG00000024580,nan
ENSRNOG00000014791,1.2288211575376926
ENSRNOG00000069065,-1.1373772968631362
ENSRNOG00000011290,3.904881967378151
ENSRNOG00000019485,-1.0236062521897358
ENSRNOG00000020990,nan
ENSRNOG00000015822,2.5646714009410747
ENSRNOG00000015456,-0.03708530459086494
ENSRNOG00000015783,nan
ENSRNOG00000020995,-6.6837763893944055
ENSRNOG00000020310,-1.6075385784244618
ENSRNOG00000020669,0.12149503503985247
ENSRNOG00000020699,1.1272609967061726
ENSRNOG00000021507,nan
ENSRNOG00000036981,nan
ENSRNOG00000006962,nan
ENSRNOG00000018012,10.584828401000129
ENSRNOG00000015180,2.223947637284696
ENSRNOG00000025220,nan
ENSRNOG00000013123,2.1678791190899753
ENSRNOG00000018858,0.25612541587239657
ENSRNOG00000020164,17.393768454858648
ENSRNOG00000025354,1.1467911214660498
ENSRNOG00000016769,1.1532759478208952
ENSRNOG00000026861,-1.6552336721516718
ENSRNOG00000014465,nan
ENSRNOG00000029049,-1.9174238115616165
ENSRNOG00000017220,535.3604651752676
ENSRNOG00000014779,-0.3634984178214067
ENSRNOG00000031459,3.2136145465107413
ENSRNOG00000018336,-1.5246597117441636
ENSRNOG00000021011,-1.110642805676985
ENSRNOG00000055761,0.6108038224614809
ENSRNOG00000009891,0.7577433128513034
ENSRNOG00000011058,5.523902257075046
ENSRNOG00000018321,-0.7723394880557167
ENSRNOG00000031113,1.3419152787803372
ENSRNOG00000015972,0.4516939774977118
ENSRNOG00000047019,-0.04331169762404666
ENSRNOG00000011077,2.430015928803644
ENSRNOG00000052687,-0.7062646233047052
ENSRNOG00000019453,-1.665952305342456
ENSRNOG00000014227,-1.0454924267868153
ENSRNOG00000015339,2.9261214658208137
ENSRNOG00000051208,3.098150428007306
ENSRNOG00000037219,nan
ENSRNOG00000016697,0.08227130636407567
ENSRNOG00000020779,nan
ENSRNOG00000020206,1.3193858221425707
ENSRNOG00000027436,0.19697477369868013
ENSRNOG00000018524,0.6603683273786922
ENSRNOG00000021056,nan
ENSRNOG00000037638,9.97804508852587
ENSRNOG00000019199,-1.3428902392444007
ENSRNOG00000015218,-1.0463491959223203
ENSRNOG00000010763,nan
ENSRNOG00000015030,0.7693411675581349
ENSRNOG00000011015,1.8206644054838723
ENSRNOG00000021020,nan
ENSRNOG00000019338,nan
ENSRNOG00000020700,1.5043667702684758
ENSRNOG00000064437,nan
ENSRNOG00000016327,-1.6375585675234814
ENSRNOG00000014829,-1.171844426152308
ENSRNOG00000020044,-0.7951843249833604
ENSRNOG00000016595,-1.7471625146142848
