Feature ID,Feature Name,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSRNOG00000060939,Gstm6l,0.02221095633396127,1.0750007999549283e-05,0.00020219764449748903,2666,0.4359765450241025,1605
ENSRNOG00000020618,AC099450.1,0.02219768418606557,1.0850143624674402e-05,0.00020383785913244092,26653,4.779257333994015,3944
ENSRNOG00000004494,Lta4h,0.02219541478908941,1.0656338218950623e-05,0.000200675272409916,914,0.15314464235989797,689
ENSRNOG00000050636,Arhgef10l,0.02219047391061967,8.895504145955968e-06,0.00016921187750803222,95,0.014476741308537116,94
ENSRNOG00000052219,Gm2a,0.022177987843355996,1.1057949525827837e-05,0.00020700166321389356,2425,0.3844538475450499,1467
ENSRNOG00000025957,Ooep,0.02217530131608518,1.1020893364577233e-05,0.0002067991919196028,1368,0.23624239773668806,941
ENSRNOG00000057988,Pfkm,0.022151243850885297,1.0414145709125577e-05,0.00019634900079813078,239,0.037319225816452826,212
ENSRNOG00000000047,Cd82,0.02210477642157794,1.1587608286234286e-05,0.00021589111324778348,800,0.11454518234140075,635
ENSRNOG00000005614,Txn2,0.022102962176654247,1.1766990159145507e-05,0.00021897437885295336,1403,0.22291568042465965,1032
ENSRNOG00000017418,Rps3,0.022046498109611564,1.248094685624146e-05,0.0002311688417721244,17928,3.2372962027493775,3742
ENSRNOG00000047606,Bcl2a1,0.022040834457171126,1.2074008809870307e-05,0.0002238947374837362,556,0.0967223777006617,451
ENSRNOG00000018289,Park7,0.022040344755066273,1.255031498725856e-05,0.00023218082726428335,2972,0.48749539869557984,1752
ENSRNOG00000018680,Rpl17,0.022004140559036833,1.2970873298989716e-05,0.00023911918706277883,16977,2.9811115675519315,3699
ENSRNOG00000010557,Smarcd2,0.02197525986962535,1.2961420105428445e-05,0.00023911918706277883,800,0.1243520307560001,653
ENSRNOG00000011329,Pkm,0.021971353247202532,1.3233965342029919e-05,0.00024339995533381048,1424,0.20856648789628912,1010
ENSRNOG00000013133,Foxa2,0.021945968569218703,1.3041874996400082e-05,0.00024014723562296506,400,0.06464636170964053,354
ENSRNOG00000020590,Adam15,0.02194105205059809,1.3397068375553545e-05,0.0002458260672124272,699,0.11350582279228001,585
ENSRNOG00000048924,Islr,0.021915348998075426,1.3782434144404831e-05,0.00025230978743798953,947,0.1577432099453955,743
ENSRNOG00000003853,Scoc,0.021846459010628823,1.4358616200693675e-05,0.0002622485614777911,535,0.08582440412002025,473
ENSRNOG00000018281,Uqcrfs1,0.021834139109211958,1.4969898781025393e-05,0.00027278097640060373,1443,0.22620963685660647,1065
ENSRNOG00000026963,Hsp90b1,0.02183297268832205,1.511377733587338e-05,0.00027508470943191245,3038,0.5021635355638815,1766
ENSRNOG00000014179,Rps2,0.02182407914341739,1.5187911700742518e-05,0.0002761151836529453,23629,4.324387247237164,3895
ENSRNOG00000027405,Ccp110,0.021813682603807043,1.2013634738794465e-05,0.00022303758628136437,112,0.015209415498290838,105
ENSRNOG00000001808,Ints13,0.02180360959712822,1.3391800369966234e-05,0.0002458260672124272,155,0.026652790434565084,150
ENSRNOG00000019555,Arap1,0.021799953248567372,1.4810771274076373e-05,0.00027019372317360163,408,0.06509310109193558,373
ENSRNOG00000043035,Fbxl13,0.02178800918347206,6.969078737650847e-06,0.000135445892802531,28,0.00270614249051675,26
ENSRNOG00000016889,Fancc,0.021764833856561628,7.203442311976005e-06,0.00013948483749553537,42,0.006144812914112698,42
