Feature ID,Feature Name,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSRNOG00000021493,Prdm9,0.0007296142181509774,0.832310418008684,0.9958362876403535,10,0.001769673009378126,10
ENSRNOG00000069630,Rsl1d1,0.0007265588371270535,0.8487229217319117,0.9958362876403535,390,0.06627163157220776,353
ENSRNOG00000058539,Ccnb1,0.0007263155482385768,0.8450917835281995,0.9958362876403535,42,0.00871461857940193,38
ENSRNOG00000022393,Faap24,0.0007261280885884171,0.8447293617695781,0.9958362876403535,38,0.005944336339983499,37
ENSRNOG00000024019,Ccdc6,0.000723838436429235,0.839044159965975,0.9958362876403535,13,0.0027032112306721945,13
ENSRNOG00000057814,ENSRNOG00000057814,0.0007226676796119403,0.8488154721310928,0.9958362876403535,152,0.026484008457290827,146
ENSRNOG00000051170,ENSRNOG00000051170,0.0007223984741725427,0.8497247834680435,0.9958362876403535,1428,0.24317495953048507,1043
ENSRNOG00000048088,Mest,0.0007195660075796121,0.843974866244309,0.9958362876403535,28,0.005352261290759641,28
ENSRNOG00000003291,Creg1,0.0007180970591981207,0.8497595944524063,0.9958362876403535,218,0.03679812569514957,207
ENSRNOG00000064381,Abcg3l2,0.0007171766258583497,0.8365942482932103,0.9958362876403535,15,0.002501647276316926,15
ENSRNOG00000000513,Mapk14,0.0007168437729390355,0.8504426894891217,0.9958362876403535,545,0.09118141429567231,479
ENSRNOG00000000540,Btbd9,0.0007164866986916604,0.8450322906054606,0.9958362876403535,24,0.00510538027748582,24
ENSRNOG00000014278,Zfp710,0.0007156729394658111,0.8491537492362198,0.9958362876403535,97,0.018007188658533665,95
ENSRNOG00000012512,Nexn,0.0007151247941788409,0.8505769905540512,0.9958362876403535,364,0.06989326840089204,335
ENSRNOG00000019308,Arrb2,0.000713133464017332,0.8495328769367003,0.9958362876403535,117,0.016723284744166598,109
ENSRNOG00000002977,Ttc19,0.0007130758676073602,0.8444121388565913,0.9958362876403535,26,0.005941439417604643,25
ENSRNOG00000059057,Shld2,0.0007127257568779943,0.8406200595729354,0.9958362876403535,18,0.0028759353317496213,18
ENSRNOG00000021061,Map4k2,0.0007092034458155388,0.8499950432751775,0.9958362876403535,94,0.015487042775512936,93
ENSRNOG00000023095,Npepps,0.0007039361227702099,0.8521814706991533,0.9958362876403535,389,0.061350839288683956,354
ENSRNOG00000054272,Dhx57,0.0007031272596054447,0.8512630967703314,0.9958362876403535,99,0.018251948894966466,95
ENSRNOG00000042833,Prp2l1,0.0007027140922062583,0.8463173434457036,0.9958362876403535,20,0.003934297085400758,20
ENSRNOG00000018556,Tomm40,0.000702220528764788,0.8525356511364803,0.9958362876403535,402,0.06548435898162007,354
ENSRNOG00000016550,Dclk2,0.0007015200065050866,0.851464787900253,0.9958362876403535,101,0.015865216844750875,97
ENSRNOG00000026120,Fam8a1,0.0007011927424729646,0.8526760734757686,0.9958362876403535,362,0.06093421347192067,333
ENSRNOG00000051688,Syt15,0.0007004577909836788,0.8438130181164509,0.9958362876403535,27,0.003976122968239496,26
ENSRNOG00000014602,Mtfmt,0.000699499005706632,0.8507048964343913,0.9958362876403535,62,0.010544627537950333,61
ENSRNOG00000005556,Snrpf,0.0006992023329747102,0.8526093563742061,0.9958362876403535,182,0.033584483990227856,174
ENSRNOG00000026650,Tmprss4,0.0006981709659931541,0.8496415524329257,0.9958362876403535,36,0.005084798517967419,36
ENSRNOG00000062461,Rex2,0.0006980385333436008,0.851822585208605,0.9958362876403535,112,0.018469442209165743,105
ENSRNOG00000015459,Heatr3,0.0006972225863113563,0.8418516686774464,0.9958362876403535,13,0.003461006278505139,13
ENSRNOG00000042411,Rps6ka1,0.0006930480836152129,0.8538736696969562,0.9958362876403535,376,0.05826547720560359,332
ENSRNOG00000012481,Ppm1j,0.00068882884993157,0.8293265946974728,0.9958362876403535,11,0.0010785872112168016,10
ENSRNOG00000014149,Npy1r,0.000687989366690776,0.6982284637745759,0.9958362876403535,4,0.00048672376645490225,4
ENSRNOG00000021170,Plekho1,0.0006852343932607897,0.8553307712781426,0.9958362876403535,661,0.114436099633495,566
ENSRNOG00000029194,Dhx30,0.0006852137761780834,0.8550154251972013,0.9958362876403535,320,0.05411480867452785,298
ENSRNOG00000033776,ENSRNOG00000033776,0.0006849125523977353,0.8483351570532376,0.9958362876403535,20,0.0035282495016998204,20
ENSRNOG00000013217,Ttc33,0.0006818558484411915,0.854760409976121,0.9958362876403535,95,0.016153117541479106,94
ENSRNOG00000016980,Qprt,0.0006814695596305676,0.8494143594693899,0.9958362876403535,26,0.004088003426497666,26
ENSRNOG00000025286,Pank2,0.000681189301945318,0.8547744397932424,0.9958362876403535,122,0.024018119304555725,120
ENSRNOG00000026050,Epb41l4a,0.0006798964816186304,0.8547026100212696,0.9958362876403535,106,0.018781550759363205,100
ENSRNOG00000022741,Ilf3,0.0006792850458765133,0.8551134398478188,0.9958362876403535,111,0.021107184837919585,108
ENSRNOG00000022067,Tlr5,0.0006779460466786066,0.835343923860753,0.9958362876403535,8,0.0012782460570575059,8
ENSRNOG00000043286,Cpne2,0.0006770774160799424,0.8548242737236413,0.9958362876403535,101,0.018466257294479187,98
ENSRNOG00000008455,Tmem87a,0.0006767559372049838,0.8560031390544605,0.9958362876403535,220,0.03836395383167776,201
ENSRNOG00000067305,Znrf3,0.0006749110076563863,0.8332607040970088,0.9958362876403535,4,0.0005990043939807293,4
ENSRNOG00000013111,Mettl3,0.0006747475867509449,0.8561707394163574,0.9958362876403535,179,0.026150891880975337,169
ENSRNOG00000012369,Fam174b,0.0006747247985742121,0.8559894235610428,0.9958362876403535,112,0.020950808259092762,109
ENSRNOG00000014549,Arhgef26,0.0006737131592219305,0.8569525861972926,0.9958362876403535,418,0.07679253360241173,379
ENSRNOG00000005564,Ubn2,0.0006726899585734795,0.8524960122159719,0.9958362876403535,32,0.008935523750638448,31
ENSRNOG00000014811,Cyhr1,0.0006721141633814532,0.8573765038074395,0.9958362876403535,787,0.1288862883422542,644
ENSRNOG00000009956,Wnk1,0.0006715895644844192,0.8575341724727112,0.9958362876403535,1026,0.20023540299090362,842
ENSRNOG00000006653,Slc38a4,0.0006704750639929861,0.8408273864847084,0.9958362876403535,7,0.00134005762157784,7
ENSRNOG00000051706,Tep1,0.0006702195164757074,0.8574156171527216,0.9958362876403535,364,0.0545044407425865,326
ENSRNOG00000053772,Klra22,0.0006694302874096838,0.834799218661864,0.9958362876403535,8,0.0012202283333967742,8
ENSRNOG00000018760,Mpp7,0.0006676490663189911,0.8537053000175654,0.9958362876403535,29,0.005864845428290368,29
ENSRNOG00000027012,Usp54,0.0006670800687543801,0.8575426460601578,0.9958362876403535,203,0.031179264051500934,192
ENSRNOG00000001571,Cldn8,0.000666490951171136,0.8527030260986341,0.9958362876403535,29,0.005498810920169372,29
ENSRNOG00000018838,Paox,0.0006662774564841422,0.8566178413445924,0.9958362876403535,103,0.01476616150765904,98
ENSRNOG00000008173,Sesn3,0.0006661168418289833,0.8548013541655675,0.9958362876403535,53,0.01154367737031267,49
ENSRNOG00000027260,Adprh,0.000664346329061394,0.8581422980888387,0.9958362876403535,301,0.050705219043978886,274
ENSRNOG00000021758,Tnpo3,0.0006629696484982962,0.8584954146828849,0.9958362876403535,286,0.05310448379341837,268
ENSRNOG00000001065,Cyth3,0.0006622509007934355,0.8588872075178731,0.9958362876403535,683,0.12496402743671074,587
ENSRNOG00000012994,Pus3,0.0006615126181543674,0.8564995834549487,0.9958362876403535,62,0.01051737551552596,62
ENSRNOG00000053766,Ramp3,0.0006609318863716753,0.8582272189191626,0.9958362876403535,173,0.02901108228012271,154
ENSRNOG00000019685,Gdpd3,0.0006606089244616415,0.85049781028917,0.9958362876403535,17,0.0030644838830093802,16
ENSRNOG00000059961,Rapgef3,0.000659947116868964,0.8587872799999825,0.9958362876403535,279,0.045694493083526896,253
ENSRNOG00000001654,Cpox,0.0006585378770754134,0.8573627967324762,0.9958362876403535,96,0.01572989124718141,93
ENSRNOG00000066275,Cyb5d1,0.0006555236439479709,0.8560359549723897,0.9958362876403535,59,0.00818739880734092,55
ENSRNOG00000026324,Stard6,0.0006546188232462449,0.8524507552964442,0.9958362876403535,26,0.005886012542840526,26
ENSRNOG00000000048,Gak,0.0006529012195509849,0.86011122901299,0.9958362876403535,358,0.062362165814417975,332
ENSRNOG00000005736,ENSRNOG00000005736,0.0006512955465918172,0.8604511556397636,0.9958362876403535,475,0.08737453650599995,422
ENSRNOG00000015149,Nrg4,0.0006495247920663128,0.8433940965830249,0.9958362876403535,13,0.001701934169827903,13
ENSRNOG00000030017,Ercc6,0.0006479654721635518,0.8580170012516071,0.9958362876403535,57,0.010910404947640999,55
ENSRNOG00000012597,Rmc1,0.0006449768152854291,0.8609387668364876,0.9958362876403535,175,0.03365534050748718,169
ENSRNOG00000053811,Arg2,0.0006442293845185191,0.8390694391925051,0.9958362876403535,23,0.004221714756203649,21
ENSRNOG00000000524,RGD735065,0.000640802667904062,0.8621124211976621,0.9958362876403535,610,0.10129783009346201,529
ENSRNOG00000012051,Ncaph,0.0006398581989493097,0.8585473005720017,0.9958362876403535,29,0.004795797417384099,29
ENSRNOG00000037613,Kdm6b,0.0006392076366569231,0.8592879703200538,0.9958362876403535,36,0.008023464038597734,36
ENSRNOG00000002884,Blzf1,0.0006384621228585677,0.8614050497311119,0.9958362876403535,150,0.030613654464015608,142
ENSRNOG00000011262,Bicra,0.0006383687248125448,0.8609939360426067,0.9958362876403535,107,0.018564328419295395,104
ENSRNOG00000004198,Stxbp6,0.0006379449050391098,0.8623665978750936,0.9958362876403535,300,0.05518951783386337,283
ENSRNOG00000004401,Mrpl13,0.0006372929545307703,0.8626801865885758,0.9958362876403535,663,0.11247844533227505,568
ENSRNOG00000023951,Tbc1d30,0.0006364248074661554,0.8584742320866827,0.9958362876403535,35,0.004803781364456702,34
ENSRNOG00000006587,Setd3,0.0006338808304346459,0.8631729136508057,0.9958362876403535,580,0.1043621833930388,508
ENSRNOG00000052096,Cox11,0.0006332311443996601,0.8565195268661696,0.9958362876403535,20,0.003900943370634124,19
ENSRNOG00000009492,Trmo,0.000632626547952285,0.8530683845662745,0.9958362876403535,14,0.0028595825592986177,14
ENSRNOG00000004165,Prkd1,0.0006321715524721786,0.8563673001167191,0.9958362876403535,26,0.005029532609062216,24
ENSRNOG00000067926,ENSRNOG00000067926,0.0006316782053291432,0.8623700393202536,0.9958362876403535,107,0.02106073956702248,103
ENSRNOG00000018532,Pcgf5,0.0006301571780240581,0.8619289815940927,0.9958362876403535,96,0.016725716404754565,93
ENSRNOG00000055777,AABR07064980.1,0.0006297854904477857,0.8628530141770026,0.9958362876403535,133,0.024225568541291775,130
ENSRNOG00000011332,Clspn,0.0006283529724474757,0.8615287931665323,0.9958362876403535,46,0.010168399997145656,44
ENSRNOG00000005107,Recql5,0.0006271215761221454,0.8624606297724919,0.9958362876403535,109,0.017534777403694485,106
ENSRNOG00000005299,Kif5a,0.0006259722016731382,0.8133407482421602,0.9958362876403535,11,0.0025230770893828916,11
ENSRNOG00000024345,Pard3b,0.0006256675724682983,0.8613970121855383,0.9958362876403535,37,0.007111376804228993,37
ENSRNOG00000015896,Rbpms2,0.0006247494882250813,0.8629964042476939,0.9958362876403535,75,0.009979596637490658,74
ENSRNOG00000020771,Sap18,0.0006243131632399361,0.8628361395921691,0.9958362876403535,64,0.010761003881021611,64
ENSRNOG00000053820,Zcwpw2,0.0006240534714417584,0.8356076712784026,0.9958362876403535,14,0.0024280366522254574,14
ENSRNOG00000002338,Dgke,0.0006239581703041897,0.8514613780932929,0.9958362876403535,22,0.004991749922297511,21
ENSRNOG00000016965,Anapc1,0.0006228654322070268,0.8647499225704636,0.9958362876403535,387,0.06613843621479558,356
ENSRNOG00000006985,Ccnk,0.0006209580992348378,0.864194658086495,0.9958362876403535,125,0.020940201645458508,121
ENSRNOG00000006783,Neb,0.0006173780922062242,0.8656394393796996,0.9958362876403535,337,0.07223074243719575,308
ENSRNOG00000021243,Siglec1,0.0006167588585551073,0.8599898234115002,0.9958362876403535,34,0.004485994749268427,33
ENSRNOG00000050932,Pfdn4,0.0006148939327092276,0.8660359720014907,0.9958362876403535,469,0.07769913090814128,423
ENSRNOG00000004006,Dnajb9,0.0006146464501812419,0.8658001432194389,0.9958362876403535,264,0.048735874703256896,247
ENSRNOG00000027089,Ell2,0.0006131416552730441,0.8657271437173075,0.9958362876403535,164,0.030537718542898416,157
ENSRNOG00000020054,ENSRNOG00000020054,0.0006127411877161077,0.8588047344991019,0.9958362876403535,20,0.0026790255073599317,20
ENSRNOG00000058694,Alg5,0.000611354040964919,0.8661946238564808,0.9958362876403535,298,0.05043450967225664,260
ENSRNOG00000019120,Hmgcs2,0.0006099834020126864,0.8668419216054462,0.9958362876403535,442,0.07285107186050487,393
ENSRNOG00000028753,B9d2,0.0006065999175295828,0.866924221177708,0.9958362876403535,222,0.03226035825076005,207
ENSRNOG00000006052,Sulf2,0.0006049744892078721,0.8675712103726403,0.9958362876403535,484,0.07760020157435213,410
ENSRNOG00000003050,Tbc1d9b,0.0006016789705051797,0.8681662082550272,0.9958362876403535,628,0.10321085269537589,529
ENSRNOG00000017919,Nup133,0.0006016425190789013,0.8672773896125405,0.9958362876403535,127,0.020954207608438857,121
ENSRNOG00000002541,Pds5a,0.00059986159839544,0.8662077901300218,0.9958362876403535,46,0.011665666769101666,46
ENSRNOG00000042137,Sting1,0.0005996445363516649,0.8674682117999502,0.9958362876403535,136,0.020670929318629464,130
ENSRNOG00000010514,Cachd1,0.0005963361678262139,0.867746722603284,0.9958362876403535,85,0.01681184341367282,83
ENSRNOG00000003927,Cd55,0.0005953288415319728,0.8675153713256392,0.9958362876403535,79,0.016126563435495206,78
ENSRNOG00000038761,Hacd2,0.0005935179850530242,0.8683046596866244,0.9958362876403535,136,0.022529582450277953,131
ENSRNOG00000001177,Acads,0.0005923836819676362,0.8694529415890673,0.9958362876403535,367,0.06453018806287104,329
ENSRNOG00000038166,Ptgr2,0.0005916093546481637,0.8692014353248441,0.9958362876403535,190,0.03247251034804135,183
ENSRNOG00000008287,Nle1,0.0005908922735929106,0.8689291411861804,0.9958362876403535,122,0.020524779818688305,116
ENSRNOG00000009063,Dnajc15,0.0005900357791472815,0.8699572493008145,0.9958362876403535,646,0.10502971584413467,536
ENSRNOG00000050282,Srcap,0.0005871011920054642,0.8698890690531522,0.9958362876403535,207,0.03572930246382206,190
ENSRNOG00000021891,Zdhhc8,0.0005870435936586984,0.8608223088964075,0.9958362876403535,21,0.00255521010922534,21
ENSRNOG00000016551,Bcl2l11,0.0005866988051137323,0.8694486980286269,0.9958362876403535,112,0.019490201678841825,106
ENSRNOG00000016769,Rab38,0.0005866364722640041,0.870220704443545,0.9958362876403535,307,0.056057975488465715,287
ENSRNOG00000013917,Igsf10,0.0005861213809685091,0.8703274484337009,0.9958362876403535,244,0.044225441100780964,237
ENSRNOG00000004842,Dnajc24,0.0005858987374621717,0.8695791332098664,0.9958362876403535,96,0.016973894299613705,93
ENSRNOG00000031965,Impdh2,0.0005837363488429087,0.8641434104489687,0.9958362876403535,34,0.005915182909725763,34
ENSRNOG00000010520,Wrap53,0.0005836219560882584,0.8699667126088884,0.9958362876403535,121,0.017518101235478818,118
ENSRNOG00000019670,Wdr3,0.0005832982005682224,0.869876341650472,0.9958362876403535,95,0.016532761454017154,92
ENSRNOG00000019178,Taf10,0.0005831843263364653,0.8708897302465444,0.9958362876403535,383,0.0683262296823764,354
ENSRNOG00000009220,Tmem17,0.0005828472260220803,0.870195458623181,0.9958362876403535,154,0.022726345531076685,150
ENSRNOG00000017297,Cab39,0.0005795639821586486,0.8716905729157158,0.9958362876403535,867,0.1557825819817024,727
ENSRNOG00000002546,Rchy1,0.00057868591262447,0.8714465704669092,0.9958362876403535,308,0.05826861183025565,288
ENSRNOG00000028650,Inf2,0.0005780792010487318,0.8716313094954955,0.9958362876403535,366,0.0612285185907758,323
ENSRNOG00000016544,Arhgef28,0.000576752231327866,0.8711532962764144,0.9958362876403535,117,0.019915354351025986,113
ENSRNOG00000010146,Ndn,0.0005747407602831118,0.8712620585010264,0.9958362876403535,125,0.020053669337130466,115
ENSRNOG00000028259,Mcemp1,0.0005746377417425437,0.8721029082593232,0.9958362876403535,306,0.05585791934937076,269
ENSRNOG00000010915,Ermp1,0.000573221766591079,0.872287209378239,0.9958362876403535,285,0.051831473814857754,263
ENSRNOG00000014117,Hmox1,0.000572758160533047,0.8717839930962761,0.9958362876403535,155,0.022770139579345247,145
ENSRNOG00000058316,Mospd1,0.000572602975656911,0.8713690986588305,0.9958362876403535,115,0.017865325300178092,109
ENSRNOG00000000245,Slc16a6,0.0005713452749806196,0.8652583163629552,0.9958362876403535,19,0.0029971267900482466,19
ENSRNOG00000011559,Cnn3,0.0005709431396305728,0.8730201313260417,0.9958362876403535,1015,0.17401035652236033,806
ENSRNOG00000056783,Cd69,0.000570906866406014,0.8700382062745455,0.9958362876403535,55,0.00872186710633676,53
ENSRNOG00000067464,Cysltr2,0.0005660523941892656,0.8678216246502699,0.9958362876403535,31,0.005659250024956432,29
ENSRNOG00000019363,Inka1,0.0005643118173176584,0.8730232801558815,0.9958362876403535,111,0.019360187487433397,108
ENSRNOG00000023334,Parp14,0.0005638784219244941,0.8739349806357899,0.9958362876403535,492,0.08407268220721119,432
ENSRNOG00000015095,Spryd7,0.0005618866750814097,0.8741239397121849,0.9958362876403535,321,0.05291071975016113,293
ENSRNOG00000003078,Dcaf6,0.0005607584383471217,0.8738109868207211,0.9958362876403535,142,0.027807922844822353,134
ENSRNOG00000059245,Rad51b,0.0005605849931711014,0.8603999981645993,0.9958362876403535,15,0.00225360013890832,15
ENSRNOG00000002097,Rasl11b,0.0005594602369340151,0.8734667515165044,0.9958362876403535,221,0.0363199811958023,207
ENSRNOG00000003517,Tbx2,0.0005592404250555288,0.8748288055613029,0.9958362876403535,874,0.14836148729439225,710
ENSRNOG00000011214,Polr2f,0.0005579224174662159,0.8750409854760328,0.9958362876403535,943,0.1684510850671919,782
ENSRNOG00000039837,Jade3,0.0005565043532900248,0.8628289556338085,0.9958362876403535,10,0.002404835793985091,9
ENSRNOG00000001349,Mcm7,0.000556463172290805,0.8748837090729049,0.9958362876403535,306,0.04740632964416667,274
ENSRNOG00000013728,Polg2,0.00055631510120272,0.8726698674889843,0.9958362876403535,59,0.009425090936721697,57
ENSRNOG00000016321,Entpd4,0.0005560674109275914,0.874941478638841,0.9958362876403535,314,0.052142504015501946,287
ENSRNOG00000046307,Glyctk,0.0005557630979305362,0.8716503857317621,0.9958362876403535,42,0.008233679887700782,40
ENSRNOG00000026162,Cetn4,0.0005531793322963196,0.8692366155424744,0.9958362876403535,34,0.00567024477432584,32
ENSRNOG00000001555,Btg3,0.0005524724431846961,0.8755187722228879,0.9958362876403535,268,0.03995240279030247,247
ENSRNOG00000049537,ENSRNOG00000049537,0.0005501805226309087,0.8752412661999769,0.9958362876403535,113,0.02308037397064373,107
ENSRNOG00000015447,Calcoco1,0.0005492686632270458,0.8761813090478985,0.9958362876403535,420,0.07374297127702435,377
ENSRNOG00000032917,Zfand2a,0.0005474337763877571,0.8756582204124301,0.9958362876403535,118,0.018689528153108807,111
ENSRNOG00000005284,Itpka,0.0005467895545098024,0.8731106207223682,0.9958362876403535,48,0.0065802892363626036,45
ENSRNOG00000003699,Endov,0.0005453495435853164,0.8761958036142425,0.9958362876403535,157,0.023760049677535266,148
ENSRNOG00000019730,Inppl1,0.0005439199652979509,0.8769140634385524,0.9958362876403535,377,0.05882026321424003,332
ENSRNOG00000010775,ENSRNOG00000010775,0.000543386421223425,0.8753642952341678,0.9958362876403535,89,0.014799880354534866,85
ENSRNOG00000004873,Prkch,0.000542773975374093,0.8773126259073998,0.9958362876403535,606,0.10639459898943467,511
ENSRNOG00000004730,Meis2,0.0005423390663654428,0.8758704092447294,0.9958362876403535,77,0.01445117056363321,75
ENSRNOG00000000411,Nus1,0.0005421809146981744,0.8770602288930194,0.9958362876403535,249,0.050013695387001664,229
ENSRNOG00000007879,ENSRNOG00000007879,0.0005399157302620845,0.8678137114624338,0.9958362876403535,10,0.0017566115284063973,10
ENSRNOG00000016470,Ndufa10l1,0.0005392003234010851,0.8777223621967363,0.9958362876403535,451,0.07321698899629078,391
ENSRNOG00000021317,Cct2,0.0005390302867286919,0.8779653181982106,0.9958362876403535,1156,0.20386392847075827,915
ENSRNOG00000009104,AABR07029605.1,0.0005383618125054531,0.877402372879241,0.9958362876403535,160,0.031085627525733465,153
ENSRNOG00000060568,Ptpn21,0.000537139210520935,0.8773794432563662,0.9958362876403535,155,0.023357050431674468,145
ENSRNOG00000027191,Birc6,0.00053499355619724,0.8784264543304354,0.9958362876403535,429,0.08829256477143471,395
ENSRNOG00000016472,Marchf4,0.0005320197159628671,0.8669471537906221,0.9958362876403535,17,0.0022989655798828436,17
ENSRNOG00000068541,ENSRNOG00000068541,0.0005317045468930614,0.8773680134389208,0.9958362876403535,87,0.014147582151422637,86
ENSRNOG00000018928,AABR07002774.1,0.0005312901825853801,0.875821276240859,0.9958362876403535,42,0.006230467187003291,41
ENSRNOG00000042037,Smim7,0.0005294483934000386,0.879129647686578,0.9958362876403535,291,0.052614223122692136,274
ENSRNOG00000024414,Ate1,0.0005291860672525198,0.879200183232985,0.9958362876403535,323,0.06034184541883337,295
ENSRNOG00000032070,Dync2h1,0.0005282227129693167,0.8787595097841203,0.9958362876403535,194,0.03632350137620873,175
ENSRNOG00000026691,Coq4,0.0005278482466200466,0.8752107623349885,0.9958362876403535,46,0.007360376708456396,45
ENSRNOG00000017175,H1f1,0.0005273319844923951,0.827344028848467,0.9958362876403535,5,0.0018039514926670604,5
ENSRNOG00000017066,Zfp384,0.000525697518157223,0.8778083060578676,0.9958362876403535,72,0.012996670456077756,72
ENSRNOG00000009572,Hgfac,0.0005250217318041499,0.8786400341478287,0.9958362876403535,78,0.013379199015330506,74
ENSRNOG00000033883,Stard8,0.0005248810354051008,0.8797626056159726,0.9958362876403535,308,0.05365712701793713,293
ENSRNOG00000021096,Tmem143,0.0005241649898538466,0.878266368871683,0.9958362876403535,67,0.011898693826603645,67
ENSRNOG00000031934,Enah,0.0005227679570662294,0.8782519469198053,0.9958362876403535,62,0.013065715615056758,58
ENSRNOG00000020497,Plekha1,0.0005219791308981506,0.8806153046269958,0.9958362876403535,1065,0.1958363492901559,866
ENSRNOG00000052795,Itpr3,0.0005210574230688561,0.8801161015080532,0.9958362876403535,189,0.029269237131992157,173
ENSRNOG00000065780,ENSRNOG00000065780,0.0005198514087856239,0.8666669251181709,0.9958362876403535,15,0.001989536390990925,15
ENSRNOG00000015268,Plpp6,0.0005198260341908517,0.8793510711693253,0.9958362876403535,94,0.016515896274045344,91
ENSRNOG00000018023,Bin3,0.0005192225638298917,0.8806884676781916,0.9958362876403535,325,0.05345259449741109,295
ENSRNOG00000013216,Usb1,0.0005189147625823401,0.8796235377189827,0.9958362876403535,87,0.014742831384927046,85
ENSRNOG00000049430,Mpv17,0.0005185009528355102,0.8804837486955797,0.9958362876403535,171,0.025203735554489303,163
ENSRNOG00000071009,ENSRNOG00000071009,0.0005184160535096466,0.8768128324031725,0.9958362876403535,41,0.0059415506027470704,40
ENSRNOG00000011047,Tmem185a,0.000517095237430935,0.8809582142266852,0.9958362876403535,264,0.04572577857903679,249
ENSRNOG00000009148,Cyb5rl,0.0005150066416577254,0.8774399850604855,0.9958362876403535,34,0.006089359026441001,34
ENSRNOG00000012207,Dst,0.000514695598106691,0.8817193183318945,0.9958362876403535,807,0.16527826252268712,700
ENSRNOG00000019150,Polb,0.0005139900628553924,0.881281032513378,0.9958362876403535,210,0.03880978394994439,197
ENSRNOG00000013002,Gpbp1,0.0005137837643068814,0.8817481878318916,0.9958362876403535,496,0.09030938009568365,443
ENSRNOG00000029038,Gemin8,0.0005128529291551613,0.8813069897593115,0.9958362876403535,170,0.025008027291726687,160
ENSRNOG00000056041,AABR07062570.1,0.0005114377387312974,0.8817841072957628,0.9958362876403535,218,0.03651956581243879,204
ENSRNOG00000015072,Ptgr1,0.000511347533660543,0.8818800427725979,0.9958362876403535,245,0.04169065406771026,223
ENSRNOG00000056024,Bnip2,0.0005099506248118751,0.8824316903468636,0.9958362876403535,821,0.15433607896930757,707
ENSRNOG00000010861,Atad1,0.0005098296267962317,0.8819663918395222,0.9958362876403535,294,0.061606716000005494,279
ENSRNOG00000001867,Snap29,0.0005082648180296206,0.8821655154159078,0.9958362876403535,223,0.035961469827804765,210
ENSRNOG00000014835,Il1rl1,0.0005077699286927286,0.878817400669804,0.9958362876403535,58,0.009999662882321618,50
ENSRNOG00000010971,Snx18,0.0005075268869193351,0.882508768304695,0.9958362876403535,272,0.04681207221067317,260
ENSRNOG00000008989,Cryl1,0.0005055707727767084,0.8827771392150621,0.9958362876403535,230,0.0353874068848752,217
ENSRNOG00000015321,Moxd1,0.0005019969198761043,0.882075856386217,0.9958362876403535,81,0.011809387521982946,78
ENSRNOG00000017132,Snx30,0.0005018045386659487,0.8777966642448083,0.9958362876403535,22,0.003441647554461062,22
ENSRNOG00000033575,Emid1,0.0005012809111099219,0.8834002130704353,0.9958362876403535,247,0.041582477812495355,223
ENSRNOG00000010735,Nfyc,0.0004992034637121218,0.8839948709061343,0.9958362876403535,502,0.08702701622938959,442
ENSRNOG00000017108,Syngr1,0.0004974156088102285,0.8833964847020248,0.9958362876403535,110,0.018543302535430135,104
ENSRNOG00000034075,Ube2ql1,0.000494298093013576,0.7774009363117518,0.9958362876403535,4,0.0007304749728387815,4
ENSRNOG00000007955,Timp4,0.0004937004305019562,0.877684126307199,0.9958362876403535,27,0.003541779891801031,24
ENSRNOG00000063584,Rnase1,0.0004924054045875562,0.8740827723576772,0.9958362876403535,10,0.0018249656116365125,10
ENSRNOG00000052307,Spats2,0.0004911798431569799,0.8849303184519042,0.9958362876403535,228,0.034234223635188646,208
ENSRNOG00000031440,Nova1,0.0004908845874132159,0.8788024067166809,0.9958362876403535,15,0.0038228128252145222,15
ENSRNOG00000020332,Tnnt3,0.000489822819820859,0.8801559756062876,0.9958362876403535,23,0.0031284435640821133,23
ENSRNOG00000015928,Dhx35,0.0004890162889138759,0.8829266049923064,0.9958362876403535,46,0.006833988778404883,45
ENSRNOG00000020247,Cnih2,0.0004887877431092695,0.8295520947704582,0.9958362876403535,6,0.000960883614421551,6
ENSRNOG00000015235,Fra10ac1,0.0004883810306342233,0.884870881770287,0.9958362876403535,137,0.02630842930288496,133
ENSRNOG00000019918,Coasy,0.00048668074991528224,0.8856130429943962,0.9958362876403535,254,0.03867692745432205,233
ENSRNOG00000010079,Ca3,0.0004863986518596797,0.8817846501633448,0.9958362876403535,39,0.007632605185508458,38
ENSRNOG00000018051,Farp2,0.0004858861688123811,0.8832616345815447,0.9958362876403535,62,0.010074475023064336,59
ENSRNOG00000028155,Dnaaf2,0.0004851488495647623,0.8842621841673723,0.9958362876403535,81,0.014094667618901349,76
ENSRNOG00000016913,Stk36,0.00048495996123507394,0.8824694342317911,0.9958362876403535,35,0.005047644042363306,35
ENSRNOG00000020117,Brms1,0.0004842733235171808,0.886391726519874,0.9958362876403535,745,0.11662578484320883,627
ENSRNOG00000003336,Mybph,0.00048392065210323257,0.8384478817423866,0.9958362876403535,4,0.000621792755400702,4
ENSRNOG00000012558,Orc2,0.00048256660220111723,0.8855910202331221,0.9958362876403535,117,0.019705871686155448,111
ENSRNOG00000020881,Frmd8,0.0004818905489964481,0.8866561216339204,0.9958362876403535,433,0.07213307225468168,390
ENSRNOG00000006060,Matn2,0.00048138781361773607,0.8849467559486237,0.9958362876403535,58,0.009186143366427892,56
